Date,Open,High,Low,Close,Adj_Close,Volume
Mar 26 1991,369.83,376.3,369.37,376.3,376.3,198720000
Mar 27 1991,376.28,378.48,374.73,375.35,375.35,201830000
Mar 28 1991,375.35,376.6,374.4,375.22,375.22,150750000
Apr 01 1991,375.22,375.22,370.27,371.3,371.3,144010000
Apr 02 1991,371.3,379.5,371.3,379.5,379.5,189530000
Apr 03 1991,379.5,381.56,378.49,378.94,378.94,213720000
Apr 04 1991,378.94,381.88,377.05,379.77,379.77,198120000
Apr 05 1991,379.78,381.12,374.15,375.36,375.36,187410000
Apr 08 1991,375.35,378.76,374.69,378.66,378.66,138580000
Apr 09 1991,378.65,379.02,373.11,373.56,373.56,169940000
Apr 10 1991,373.57,374.83,371.21,373.15,373.15,167940000
Apr 11 1991,373.15,379.53,373.15,377.63,377.63,196570000
Apr 12 1991,377.65,381.07,376.89,380.4,380.4,198610000
Apr 15 1991,380.4,382.32,378.78,381.19,381.19,161800000
Apr 16 1991,381.19,387.62,379.64,387.62,387.62,214480000
Apr 17 1991,387.62,391.26,387.3,390.45,390.45,246930000
Apr 18 1991,390.45,390.97,388.13,388.46,388.46,217410000
Apr 19 1991,388.46,388.46,383.9,384.2,384.2,195520000
Apr 22 1991,384.19,384.19,380.16,380.95,380.95,164410000
Apr 23 1991,380.95,383.55,379.67,381.76,381.76,167840000
Apr 24 1991,381.76,383.02,379.99,382.76,382.76,166800000
Apr 25 1991,382.89,382.89,378.43,379.25,379.25,166940000
Apr 26 1991,379.25,380.11,376.77,379.02,379.02,154550000
Apr 29 1991,379.01,380.96,373.66,373.66,373.66,149860000
Apr 30 1991,373.66,377.86,373.01,375.34,375.34,206230000
May 01 1991,375.35,380.46,375.27,380.29,380.29,181900000
May 02 1991,380.29,382.14,379.82,380.52,380.52,187090000
May 03 1991,380.52,381,378.82,380.8,380.8,158150000
May 06 1991,380.78,380.78,377.86,380.08,380.08,129110000
May 07 1991,380.08,380.91,377.31,377.32,377.32,153290000
May 08 1991,377.33,379.26,376.21,378.51,378.51,157240000
May 09 1991,378.51,383.56,378.51,383.25,383.25,180460000
May 10 1991,383.26,383.91,375.61,375.74,375.74,172730000
May 13 1991,375.74,377.02,374.62,376.76,376.76,129620000
May 14 1991,375.51,375.53,370.82,371.62,371.62,207890000
May 15 1991,371.55,372.47,365.83,368.57,368.57,193110000
May 16 1991,368.57,372.51,368.57,372.19,372.19,154460000
May 17 1991,372.19,373.01,369.44,372.39,372.39,174210000
May 20 1991,372.39,373.65,371.26,372.28,372.28,109510000
May 21 1991,372.28,376.66,372.28,375.35,375.35,176620000
May 22 1991,375.35,376.5,374.4,376.19,376.19,159310000
May 23 1991,376.19,378.07,373.55,374.96,374.96,173080000
May 24 1991,374.97,378.08,374.97,377.49,377.49,124640000
May 28 1991,377.49,382.1,377.12,381.94,381.94,162350000
May 29 1991,381.94,383.66,381.37,382.79,382.79,188450000
May 30 1991,382.79,388.17,382.5,386.96,386.96,234440000
May 31 1991,386.96,389.85,385.01,389.83,389.83,232040000
Jun 03 1991,389.81,389.81,386.97,388.06,388.06,173990000
Jun 04 1991,388.06,388.06,385.14,387.74,387.74,180450000
Jun 05 1991,387.74,388.23,384.45,385.09,385.09,186560000
Jun 06 1991,385.1,385.85,383.13,383.63,383.63,168260000
Jun 07 1991,383.63,383.63,378.76,379.43,379.43,169570000
Jun 10 1991,379.43,379.75,377.95,378.57,378.57,127720000
Jun 11 1991,378.57,381.63,378.57,381.05,381.05,161610000
Jun 12 1991,381.05,381.05,374.46,376.65,376.65,166140000
Jun 13 1991,376.65,377.9,376.08,377.63,377.63,145650000
Jun 14 1991,377.63,382.3,377.63,382.29,382.29,167950000
Jun 17 1991,382.3,382.31,380.13,380.13,380.13,134230000
Jun 18 1991,380.13,381.83,377.99,378.59,378.59,155200000
Jun 19 1991,378.57,378.57,374.36,375.09,375.09,156440000
Jun 20 1991,375.09,376.29,373.87,375.42,375.42,163980000
Jun 21 1991,375.42,377.75,375.33,377.75,377.75,193310000
Jun 24 1991,377.74,377.74,370.73,370.94,370.94,137940000
Jun 25 1991,370.94,372.62,369.56,370.65,370.65,155710000
Jun 26 1991,370.65,372.73,368.34,371.59,371.59,187170000
Jun 27 1991,371.59,374.4,371.59,374.4,374.4,163080000
Jun 28 1991,374.4,374.4,367.98,371.16,371.16,163770000
Jul 01 1991,371.18,377.92,371.18,377.92,377.92,167480000
Jul 02 1991,377.92,377.93,376.62,377.47,377.47,157290000
Jul 03 1991,377.47,377.47,372.08,373.33,373.33,140580000
Jul 05 1991,373.34,375.51,372.17,374.08,374.08,69910000
Jul 08 1991,374.09,377.94,370.92,377.94,377.94,138330000
Jul 09 1991,377.94,378.58,375.37,376.11,376.11,151820000
Jul 10 1991,376.11,380.35,375.2,375.74,375.74,178290000
Jul 11 1991,375.73,377.68,375.51,376.97,376.97,157930000
Jul 12 1991,376.97,381.41,375.79,380.25,380.25,174770000
Jul 15 1991,380.28,383,380.24,382.39,382.39,161750000
Jul 16 1991,382.39,382.94,380.8,381.54,381.54,182990000
Jul 17 1991,381.5,382.86,381.13,381.18,381.18,195460000
Jul 18 1991,381.18,385.37,381.18,385.37,385.37,200930000
Jul 19 1991,385.38,385.83,383.65,384.22,384.22,190700000
Jul 22 1991,384.21,384.55,381.84,382.88,382.88,149050000
Jul 23 1991,382.88,384.86,379.39,379.42,379.42,160190000
Jul 24 1991,379.42,380.46,378.29,378.64,378.64,158700000
Jul 25 1991,378.64,381.13,378.15,380.96,380.96,145800000
Jul 26 1991,380.96,381.76,379.81,380.93,380.93,127760000
Jul 29 1991,380.93,383.15,380.45,383.15,383.15,136000000
Jul 30 1991,383.15,386.92,383.15,386.69,386.69,169010000
Jul 31 1991,386.69,387.81,386.19,387.81,387.81,166830000
Aug 01 1991,387.81,387.95,386.48,387.12,387.12,170610000
Aug 02 1991,387.12,389.56,386.05,387.18,387.18,162270000
Aug 05 1991,387.17,387.17,384.48,385.06,385.06,128050000
Aug 06 1991,385.06,390.8,384.29,390.62,390.62,174460000
Aug 07 1991,390.62,391.59,389.86,390.56,390.56,172220000
Aug 08 1991,390.56,391.8,388.15,389.32,389.32,163890000
Aug 09 1991,389.32,389.89,387.04,387.12,387.12,143740000
Aug 12 1991,387.11,388.17,385.9,388.02,388.02,145440000
Aug 13 1991,388.02,392.12,388.02,389.62,389.62,212760000
Aug 14 1991,389.62,391.85,389.13,389.9,389.9,124230000
Aug 15 1991,389.91,391.92,389.29,389.33,389.33,174690000
Aug 16 1991,389.33,390.41,383.16,385.58,385.58,189480000
Aug 19 1991,385.58,385.58,374.09,376.47,376.47,230350000
Aug 20 1991,376.47,380.35,376.47,379.43,379.43,184260000
Aug 21 1991,379.55,390.59,379.55,390.59,390.59,232690000
Aug 22 1991,390.59,391.98,390.21,391.33,391.33,173090000
Aug 23 1991,391.33,395.34,390.69,394.17,394.17,188870000
Aug 26 1991,394.17,394.39,392.75,393.85,393.85,130570000
Aug 27 1991,393.85,393.87,391.77,393.06,393.06,144670000
Aug 28 1991,393.06,396.64,393.05,396.64,396.64,169890000
Aug 29 1991,396.65,396.82,395.14,396.47,396.47,154150000
Aug 30 1991,396.47,396.47,393.6,395.43,395.43,143440000
Sep 03 1991,395.43,397.62,392.1,392.15,392.15,153600000
Sep 04 1991,392.15,392.62,388.68,389.97,389.97,157520000
Sep 05 1991,389.97,390.97,388.49,389.14,389.14,162380000
Sep 06 1991,389.14,390.71,387.36,389.1,389.1,166560000
Sep 09 1991,389.11,389.34,387.88,388.57,388.57,115100000
Sep 10 1991,388.57,388.63,383.78,384.56,384.56,143390000
Sep 11 1991,384.56,385.6,383.59,385.09,385.09,148000000
Sep 12 1991,385.09,387.34,385.09,387.34,387.34,160420000
Sep 13 1991,387.16,387.95,382.85,383.59,383.59,169630000
Sep 16 1991,383.59,385.79,382.77,385.78,385.78,172560000
Sep 17 1991,385.78,387.13,384.97,385.5,385.5,168340000
Sep 18 1991,385.49,386.94,384.28,386.94,386.94,141340000
Sep 19 1991,386.94,389.42,386.27,387.56,387.56,211010000
Sep 20 1991,387.56,388.82,386.49,387.92,387.92,254520000
Sep 23 1991,387.9,388.55,385.76,385.92,385.92,145940000
Sep 24 1991,385.92,388.13,384.46,387.71,387.71,170350000
Sep 25 1991,387.72,388.25,385.99,386.88,386.88,153910000
Sep 26 1991,386.87,388.39,385.3,386.49,386.49,158980000
Sep 27 1991,386.49,389.09,384.87,385.9,385.9,160660000
Sep 30 1991,385.91,388.29,384.32,387.86,387.86,146780000
Oct 01 1991,387.86,389.56,387.86,389.2,389.2,163570000
Oct 02 1991,389.2,390.03,387.62,388.26,388.26,166380000
Oct 03 1991,388.23,388.23,384.47,384.47,384.47,174360000
Oct 04 1991,384.47,385.19,381.24,381.25,381.25,164000000
Oct 07 1991,381.22,381.27,379.07,379.5,379.5,148430000
Oct 08 1991,379.5,381.23,379.18,380.67,380.67,177120000
Oct 09 1991,380.57,380.57,376.35,376.8,376.8,186710000
Oct 10 1991,376.8,380.55,376.11,380.55,380.55,164240000
Oct 11 1991,380.55,381.46,379.9,381.45,381.45,148850000
Oct 14 1991,381.45,386.47,381.45,386.47,386.47,130120000
Oct 15 1991,386.47,391.5,385.95,391.01,391.01,213540000
Oct 16 1991,391.01,393.29,390.14,392.8,392.8,225380000
Oct 17 1991,392.79,393.81,390.32,391.92,391.92,206030000
Oct 18 1991,391.92,392.8,391.77,392.5,392.5,204090000
Oct 21 1991,392.49,392.49,388.96,390.02,390.02,154140000
Oct 22 1991,390.02,391.2,387.4,387.83,387.83,194160000
Oct 23 1991,387.83,389.08,386.52,387.94,387.94,185390000
Oct 24 1991,387.94,388.32,383.45,385.07,385.07,179040000
Oct 25 1991,385.07,386.13,382.97,384.2,384.2,167310000
Oct 28 1991,384.2,389.52,384.2,389.52,389.52,161630000
Oct 29 1991,389.52,391.7,386.88,391.48,391.48,192810000
Oct 30 1991,391.48,393.11,390.78,392.96,392.96,195400000
Oct 31 1991,392.96,392.96,391.58,392.45,392.45,179680000
Nov 01 1991,392.46,395.1,389.67,391.32,391.32,205780000
Nov 04 1991,391.29,391.29,388.09,390.28,390.28,155660000
Nov 05 1991,390.28,392.17,388.19,388.71,388.71,172090000
Nov 06 1991,388.71,389.97,387.58,389.97,389.97,167440000
Nov 07 1991,389.97,393.72,389.97,393.72,393.72,205480000
Nov 08 1991,393.72,396.43,392.42,392.89,392.89,183260000
Nov 11 1991,392.9,393.57,392.32,393.12,393.12,128920000
Nov 12 1991,393.12,397.13,393.12,396.74,396.74,198610000
Nov 13 1991,396.74,397.42,394.01,397.41,397.41,184480000
Nov 14 1991,397.41,398.22,395.85,397.15,397.15,200030000
Nov 15 1991,397.15,397.16,382.62,382.62,382.62,239690000
Nov 18 1991,382.62,385.4,379.7,385.24,385.24,241940000
Nov 19 1991,385.24,385.24,374.9,379.42,379.42,243880000
Nov 20 1991,379.42,381.51,377.84,378.53,378.53,192760000
Nov 21 1991,378.53,381.12,377.41,380.06,380.06,195130000
Nov 22 1991,380.05,380.05,374.52,376.14,376.14,188240000
Nov 25 1991,376.14,377.07,374,375.34,375.34,175870000
Nov 26 1991,375.34,378.29,371.63,377.96,377.96,213810000
Nov 27 1991,377.96,378.11,375.98,376.55,376.55,167720000
Nov 29 1991,376.55,376.55,374.65,375.22,375.22,76830000
Dec 02 1991,375.11,381.4,371.36,381.4,381.4,188410000
Dec 03 1991,381.4,381.48,379.92,380.96,380.96,187230000
Dec 04 1991,380.96,381.51,378.07,380.07,380.07,187960000
Dec 05 1991,380.07,380.07,376.58,377.39,377.39,166350000
Dec 06 1991,377.39,382.39,375.41,379.1,379.1,199160000
Dec 09 1991,379.09,381.42,377.67,378.26,378.26,174760000
Dec 10 1991,378.26,379.57,376.64,377.9,377.9,192920000
Dec 11 1991,377.9,379.42,374.78,377.7,377.7,207430000
Dec 12 1991,377.7,381.62,377.7,381.55,381.55,192950000
Dec 13 1991,381.55,385.04,381.55,384.47,384.47,194470000
Dec 16 1991,384.48,385.84,384.37,384.46,384.46,173080000
Dec 17 1991,384.46,385.05,382.6,382.74,382.74,191310000
Dec 18 1991,382.74,383.51,380.88,383.48,383.48,192410000
Dec 19 1991,383.46,383.46,380.64,382.52,382.52,199330000
Dec 20 1991,382.52,388.24,382.52,387.04,387.04,316140000
Dec 23 1991,387.05,397.44,386.96,396.82,396.82,228900000
Dec 24 1991,396.82,401.79,396.82,399.33,399.33,162640000
Dec 26 1991,399.33,404.92,399.31,404.84,404.84,149230000
Dec 27 1991,404.84,406.58,404.59,406.46,406.46,157950000
Dec 30 1991,406.49,415.14,406.49,415.14,415.14,245600000
Dec 31 1991,415.14,418.32,412.73,417.09,417.09,247080000
Jan 02 1992,417.03,417.27,411.04,417.26,417.26,207570000
Jan 03 1992,417.27,419.79,416.16,419.34,419.34,224270000
Jan 06 1992,419.31,419.44,416.92,417.96,417.96,251210000
Jan 07 1992,417.96,417.96,415.2,417.4,417.4,252780000
Jan 08 1992,417.36,420.23,415.02,418.1,418.1,290750000
Jan 09 1992,418.09,420.5,415.85,417.61,417.61,292350000
Jan 10 1992,417.62,417.62,413.31,415.1,415.1,236130000
Jan 13 1992,415.05,415.36,413.54,414.34,414.34,200270000
Jan 14 1992,414.34,420.44,414.32,420.44,420.44,265900000
Jan 15 1992,420.45,421.18,418.79,420.77,420.77,314830000
Jan 16 1992,420.77,420.85,415.37,418.21,418.21,336240000
Jan 17 1992,418.2,419.45,416,418.86,418.86,287370000
Jan 20 1992,418.86,418.86,415.8,416.36,416.36,180900000
Jan 21 1992,416.36,416.39,411.32,412.64,412.64,218750000
Jan 22 1992,412.65,418.13,412.49,418.13,418.13,228140000
Jan 23 1992,418.13,419.78,414.36,414.96,414.96,234580000
Jan 24 1992,414.96,417.27,414.29,415.48,415.48,213630000
Jan 27 1992,415.44,416.84,414.48,414.99,414.99,190970000
Jan 28 1992,414.98,416.41,414.54,414.96,414.96,218400000
Jan 29 1992,414.96,417.83,409.17,410.34,410.34,248940000
Jan 30 1992,410.34,412.17,409.26,411.62,411.62,194680000
Jan 31 1992,411.65,412.63,408.64,408.78,408.78,197620000
Feb 03 1992,408.79,409.95,407.45,409.53,409.53,185290000
Feb 04 1992,409.6,413.85,409.28,413.85,413.85,233680000
Feb 05 1992,413.88,416.17,413.18,413.84,413.84,262440000
Feb 06 1992,413.87,414.55,411.93,413.82,413.82,242050000
Feb 07 1992,413.82,415.29,408.04,411.09,411.09,231120000
Feb 10 1992,411.07,413.77,411.07,413.77,413.77,184410000
Feb 11 1992,413.77,414.38,412.24,413.76,413.76,200130000
Feb 12 1992,413.77,418.08,413.36,417.13,417.13,237630000
Feb 13 1992,417.13,417.77,412.07,413.69,413.69,229360000
Feb 14 1992,413.69,413.84,411.2,412.48,412.48,215110000
Feb 18 1992,412.48,413.27,406.34,407.38,407.38,234300000
Feb 19 1992,407.38,408.7,406.54,408.26,408.26,232970000
Feb 20 1992,408.26,413.9,408.26,413.9,413.9,270650000
Feb 21 1992,413.9,414.26,409.72,411.43,411.43,261650000
Feb 24 1992,411.46,412.94,410.34,412.27,412.27,177540000
Feb 25 1992,412.27,412.27,408.02,410.45,410.45,210350000
Feb 26 1992,410.48,415.35,410.48,415.35,415.35,241500000
Feb 27 1992,415.35,415.99,413.47,413.86,413.86,215110000
Feb 28 1992,413.86,416.07,411.8,412.7,412.7,202320000
Mar 02 1992,412.68,413.74,411.52,412.45,412.45,180380000
Mar 03 1992,412.45,413.78,411.88,412.85,412.85,200890000
Mar 04 1992,412.86,413.27,409.33,409.33,409.33,206860000
Mar 05 1992,409.33,409.33,405.42,406.51,406.51,205770000
Mar 06 1992,406.51,407.51,403.65,404.44,404.44,185190000
Mar 09 1992,404.45,405.64,404.25,405.21,405.21,160650000
Mar 10 1992,405.21,409.16,405.21,406.89,406.89,203000000
Mar 11 1992,406.88,407.02,402.64,404.03,404.03,186330000
Mar 12 1992,404.03,404.72,401.94,403.89,403.89,180310000
Mar 13 1992,403.92,406.69,403.92,405.84,405.84,177900000
Mar 16 1992,405.85,406.4,403.55,406.39,406.39,155950000
Mar 17 1992,406.39,409.72,406.39,409.58,409.58,187250000
Mar 18 1992,409.58,410.84,408.23,409.15,409.15,191720000
Mar 19 1992,409.15,410.57,409.12,409.8,409.8,197310000
Mar 20 1992,409.8,411.3,408.53,411.3,411.3,246210000
Mar 23 1992,411.29,411.29,408.87,409.91,409.91,157050000
Mar 24 1992,409.91,411.43,407.99,408.88,408.88,191610000
Mar 25 1992,408.88,409.87,407.52,407.52,407.52,192650000
Mar 26 1992,407.52,409.44,406.75,407.86,407.86,176720000
Mar 27 1992,407.86,407.86,402.87,403.5,403.5,166140000
Mar 30 1992,403.5,404.3,402.97,403,403,133990000
Mar 31 1992,403,405.21,402.22,403.69,403.69,182360000
Apr 01 1992,403.67,404.5,400.75,404.23,404.23,186530000
Apr 02 1992,404.17,404.63,399.28,400.5,400.5,185210000
Apr 03 1992,400.5,401.59,398.21,401.55,401.55,188580000
Apr 06 1992,401.54,405.93,401.52,405.59,405.59,179910000
Apr 07 1992,405.59,405.75,397.97,398.06,398.06,205210000
Apr 08 1992,398.05,398.05,392.41,394.5,394.5,249280000
Apr 09 1992,394.5,401.04,394.5,400.64,400.64,231430000
Apr 10 1992,400.59,405.12,400.59,404.29,404.29,199530000
Apr 13 1992,404.28,406.08,403.9,406.08,406.08,143140000
Apr 14 1992,406.08,413.86,406.08,412.39,412.39,231130000
Apr 15 1992,412.39,416.28,412.39,416.28,416.28,229710000
Apr 16 1992,416.28,416.28,413.4,416.04,416.04,233230000
Apr 20 1992,416.05,416.05,407.93,410.18,410.18,191980000
Apr 21 1992,410.16,411.09,408.2,410.26,410.26,214460000
Apr 22 1992,410.26,411.3,409.23,409.81,409.81,218850000
Apr 23 1992,409.81,411.6,406.86,411.6,411.6,235860000
Apr 24 1992,411.6,412.48,408.74,409.02,409.02,199310000
Apr 27 1992,409.03,409.6,407.64,408.45,408.45,172900000
Apr 28 1992,408.45,409.69,406.33,409.11,409.11,189220000
Apr 29 1992,409.11,412.31,409.11,412.02,412.02,206780000
Apr 30 1992,412.02,414.95,412.02,414.95,414.95,223590000
May 01 1992,414.95,415.21,409.87,412.53,412.53,177390000
May 04 1992,412.54,417.84,412.54,416.91,416.91,174540000
May 05 1992,416.91,418.53,415.77,416.84,416.84,200550000
May 06 1992,416.84,418.48,416.4,416.79,416.79,199950000
May 07 1992,416.79,416.84,415.38,415.85,415.85,168980000
May 08 1992,415.87,416.85,414.41,416.05,416.05,168720000
May 11 1992,416.05,418.75,416.05,418.49,418.49,155730000
May 12 1992,418.49,418.68,414.69,416.29,416.29,192870000
May 13 1992,416.29,417.04,415.86,416.45,416.45,175850000
May 14 1992,416.45,416.52,411.82,413.14,413.14,189150000
May 15 1992,413.14,413.14,409.85,410.09,410.09,192740000
May 18 1992,410.13,413.34,410.13,412.81,412.81,151380000
May 19 1992,412.82,416.51,412.26,416.37,416.37,187130000
May 20 1992,416.37,416.83,415.37,415.39,415.39,198180000
May 21 1992,415.4,415.41,411.57,412.6,412.6,184860000
May 22 1992,412.61,414.82,412.6,414.02,414.02,146710000
May 26 1992,414.02,414.02,410.23,411.41,411.41,197700000
May 27 1992,411.41,412.68,411.06,412.17,412.17,182240000
May 28 1992,412.17,416.77,411.81,416.74,416.74,195300000
May 29 1992,416.74,418.36,415.35,415.35,415.35,204010000
Jun 01 1992,415.35,417.3,412.44,417.3,417.3,180800000
Jun 02 1992,417.3,417.3,413.5,413.5,413.5,202560000
Jun 03 1992,413.5,416.54,413.04,414.59,414.59,215770000
Jun 04 1992,414.6,414.98,412.97,413.26,413.26,204450000
Jun 05 1992,413.26,413.85,410.97,413.48,413.48,199050000
Jun 08 1992,413.48,413.95,412.03,413.36,413.36,161240000
Jun 09 1992,413.4,413.56,409.3,410.06,410.06,191170000
Jun 10 1992,410.06,410.1,406.81,407.25,407.25,210750000
Jun 11 1992,407.25,409.05,406.11,409.05,409.05,204780000
Jun 12 1992,409.08,411.86,409.08,409.76,409.76,181860000
Jun 15 1992,409.76,411.68,408.13,410.29,410.29,164080000
Jun 16 1992,410.29,411.4,408.32,408.32,408.32,194400000
Jun 17 1992,408.33,408.33,401.98,402.26,402.26,227760000
Jun 18 1992,402.26,402.68,400.51,400.96,400.96,225600000
Jun 19 1992,400.96,404.23,400.96,403.67,403.67,233460000
Jun 22 1992,403.64,403.64,399.92,403.4,403.4,169370000
Jun 23 1992,403.4,405.41,403.4,404.04,404.04,189190000
Jun 24 1992,404.05,404.76,403.26,403.84,403.84,193870000
Jun 25 1992,403.83,405.53,402.01,403.12,403.12,182960000
Jun 26 1992,403.12,403.51,401.94,403.45,403.45,154430000
Jun 29 1992,403.47,408.96,403.47,408.94,408.94,176750000
Jun 30 1992,408.94,409.63,407.85,408.14,408.14,195530000
Jul 01 1992,408.2,412.88,408.2,412.88,412.88,214250000
Jul 02 1992,412.88,415.71,410.07,411.77,411.77,220200000
Jul 06 1992,411.77,413.84,410.46,413.84,413.84,186920000
Jul 07 1992,413.83,415.33,408.58,409.16,409.16,226050000
Jul 08 1992,409.15,410.28,407.2,410.28,410.28,201030000
Jul 09 1992,410.28,414.69,410.26,414.23,414.23,207980000
Jul 10 1992,414.23,415.88,413.34,414.62,414.62,164770000
Jul 13 1992,414.62,415.86,413.93,414.87,414.87,148870000
Jul 14 1992,414.86,417.69,414.33,417.68,417.68,195570000
Jul 15 1992,417.68,417.81,416.29,417.1,417.1,206560000
Jul 16 1992,417.04,417.93,414.79,417.54,417.54,206900000
Jul 17 1992,417.54,417.54,412.96,415.62,415.62,192120000
Jul 20 1992,415.62,415.62,410.72,413.75,413.75,165760000
Jul 21 1992,413.75,414.92,413.1,413.76,413.76,173760000
Jul 22 1992,413.74,413.74,409.95,410.93,410.93,190160000
Jul 23 1992,410.93,412.08,409.81,412.08,412.08,175490000
Jul 24 1992,412.07,412.07,409.93,411.6,411.6,163890000
Jul 27 1992,411.6,412.67,411.27,411.54,411.54,164700000
Jul 28 1992,411.55,417.55,411.55,417.52,417.52,218060000
Jul 29 1992,417.52,423.02,417.52,422.23,422.23,275850000
Jul 30 1992,422.2,423.94,421.57,423.92,423.92,193410000
Jul 31 1992,423.92,424.8,422.46,424.21,424.21,172920000
Aug 03 1992,424.19,425.09,422.84,425.09,425.09,164460000
Aug 04 1992,425.09,425.14,423.1,424.36,424.36,166760000
Aug 05 1992,424.35,424.35,421.92,422.19,422.19,172450000
Aug 06 1992,422.19,422.36,420.26,420.59,420.59,181440000
Aug 07 1992,420.59,423.45,418.51,418.88,418.88,190640000
Aug 10 1992,418.87,419.42,417.04,419.42,419.42,142480000
Aug 11 1992,419.45,419.72,416.53,418.9,418.9,173940000
Aug 12 1992,418.89,419.75,416.43,417.78,417.78,176560000
Aug 13 1992,417.78,419.88,416.4,417.73,417.73,185750000
Aug 14 1992,417.74,420.4,417.74,419.91,419.91,166820000
Aug 17 1992,419.89,421.89,419.44,420.74,420.74,152830000
Aug 18 1992,420.74,421.4,419.78,421.34,421.34,171750000
Aug 19 1992,421.34,421.62,418.19,418.19,418.19,187070000
Aug 20 1992,418.19,418.85,416.93,418.26,418.26,183420000
Aug 21 1992,418.27,420.35,413.58,414.85,414.85,204800000
Aug 24 1992,414.8,414.8,410.07,410.72,410.72,165690000
Aug 25 1992,410.73,411.64,408.3,411.61,411.61,202760000
Aug 26 1992,411.65,413.61,410.53,413.51,413.51,171860000
Aug 27 1992,413.51,415.83,413.51,413.53,413.53,178600000
Aug 28 1992,413.54,414.95,413.38,414.84,414.84,152260000
Aug 31 1992,414.87,415.29,413.76,414.03,414.03,161480000
Sep 01 1992,414.03,416.07,413.35,416.07,416.07,172680000
Sep 02 1992,416.07,418.28,415.31,417.98,417.98,187480000
Sep 03 1992,417.98,420.31,417.49,417.98,417.98,212500000
Sep 04 1992,417.98,418.62,416.76,417.08,417.08,124380000
Sep 08 1992,417.08,417.18,414.3,414.44,414.44,161440000
Sep 09 1992,414.44,416.44,414.44,416.36,416.36,178800000
Sep 10 1992,416.34,420.52,416.34,419.95,419.95,221990000
Sep 11 1992,419.95,420.58,419.13,419.58,419.58,180560000
Sep 14 1992,419.65,425.27,419.65,425.27,425.27,250940000
Sep 15 1992,425.22,425.22,419.54,419.77,419.77,211860000
Sep 16 1992,419.71,422.44,417.77,419.92,419.92,231450000
Sep 17 1992,419.92,421.43,419.62,419.93,419.93,188270000
Sep 18 1992,419.92,422.93,419.92,422.93,422.93,237440000
Sep 21 1992,422.9,422.9,421.18,422.14,422.14,153940000
Sep 22 1992,422.14,422.14,417.13,417.14,417.14,188810000
Sep 23 1992,417.14,417.88,416,417.44,417.44,205700000
Sep 24 1992,417.46,419.01,417.46,418.47,418.47,187960000
Sep 25 1992,418.47,418.63,412.71,414.35,414.35,213670000
Sep 28 1992,414.35,416.62,413,416.62,416.62,158760000
Sep 29 1992,416.62,417.38,415.34,416.8,416.8,170750000
Sep 30 1992,416.79,418.58,416.67,417.8,417.8,184470000
Oct 01 1992,417.8,418.67,415.46,416.29,416.29,204780000
Oct 02 1992,416.29,416.35,410.45,410.47,410.47,188030000
Oct 05 1992,410.47,410.47,396.8,407.57,407.57,286550000
Oct 06 1992,407.57,408.56,404.84,407.18,407.18,203500000
Oct 07 1992,407.17,408.6,403.91,404.25,404.25,184380000
Oct 08 1992,404.29,408.04,404.29,407.75,407.75,205000000
Oct 09 1992,407.75,407.75,402.42,402.66,402.66,178940000
Oct 12 1992,402.66,407.44,402.66,407.44,407.44,126670000
Oct 13 1992,407.44,410.64,406.83,409.3,409.3,186650000
Oct 14 1992,409.3,411.52,407.86,409.37,409.37,175900000
Oct 15 1992,409.34,411.03,407.92,409.6,409.6,213590000
Oct 16 1992,409.6,411.73,407.43,411.73,411.73,235920000
Oct 19 1992,411.73,414.98,410.66,414.98,414.98,222150000
Oct 20 1992,414.98,417.98,414.49,415.48,415.48,258210000
Oct 21 1992,415.53,416.15,414.54,415.67,415.67,219100000
Oct 22 1992,415.67,416.81,413.1,414.9,414.9,216400000
Oct 23 1992,414.9,416.23,413.68,414.1,414.1,199060000
Oct 26 1992,414.09,418.17,413.71,418.16,418.16,188060000
Oct 27 1992,418.18,419.2,416.97,418.49,418.49,201730000
Oct 28 1992,418.49,420.13,417.56,420.13,420.13,203910000
Oct 29 1992,420.15,421.16,419.83,420.86,420.86,206550000
Oct 30 1992,420.86,421.13,418.54,418.68,418.68,201930000
Nov 02 1992,418.66,422.75,418.12,422.75,422.75,203280000
Nov 03 1992,422.75,422.81,418.59,419.92,419.92,208140000
Nov 04 1992,419.91,421.07,416.61,417.11,417.11,194400000
Nov 05 1992,417.08,418.4,415.58,418.34,418.34,219730000
Nov 06 1992,418.35,418.35,417.01,417.58,417.58,205310000
Nov 09 1992,417.58,420.13,416.79,418.59,418.59,197560000
Nov 10 1992,418.59,419.71,417.98,418.62,418.62,223180000
Nov 11 1992,418.62,422.33,418.4,422.2,422.2,243750000
Nov 12 1992,422.2,423.1,421.7,422.87,422.87,226010000
Nov 13 1992,422.89,422.91,421.04,422.43,422.43,192950000
Nov 16 1992,422.44,422.44,420.35,420.68,420.68,173600000
Nov 17 1992,420.63,420.97,418.31,419.27,419.27,187660000
Nov 18 1992,419.27,423.49,419.24,422.85,422.85,219080000
Nov 19 1992,422.86,423.61,422.5,423.61,423.61,218720000
Nov 20 1992,423.61,426.98,423.61,426.65,426.65,257460000
Nov 23 1992,426.65,426.65,424.95,425.12,425.12,192530000
Nov 24 1992,425.14,429.31,424.83,427.59,427.59,241540000
Nov 25 1992,427.59,429.41,427.58,429.19,429.19,207700000
Nov 27 1992,429.19,431.93,429.17,430.16,430.16,106020000
